priority_rank,content_hash_id,decline_probability,reason_codes,recommended_action
30550,content_f53dc2c6f12b5c66,0.41804367145830884,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
30551,content_bb652f27f4575168,0.4180326067080873,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
30552,content_7c1a21991f3501d5,0.4180214067613766,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
30553,content_93d06604da26b3a3,0.41801534841229615,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
30554,content_d8914b687cad9cd8,0.41800667789942286,Low query breadth (over-reliant on few queries); High query concentration (single-query dependency),Expand coverage: add missing subtopics/sections to earn more query variety
30555,content_c6757bde75b69cbc,0.4180009256897423,Low query breadth (over-reliant on few queries); Under-clicking relative to peers,Expand coverage: add missing subtopics/sections to earn more query variety
30556,content_4a413a67620bb185,0.4179964621744269,Low query breadth (over-reliant on few queries); Weak average position,Expand coverage: add missing subtopics/sections to earn more query variety
30557,content_92f65b71bfab158f,0.4179868508189412,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
30558,content_c975b52e4a083d68,0.4179851208851917,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
30559,content_d212425025bbbd51,0.41797026896153305,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
30560,content_b10a481d6a29c253,0.4179701972164382,High query concentration (single-query dependency); Under-clicking relative to peers,Diversify topic coverage to reduce single-query dependency
30561,content_b99b97cf47563fd9,0.4179681232013571,High query concentration (single-query dependency); Under-clicking relative to peers,Diversify topic coverage to reduce single-query dependency
30562,content_a1906186564d92b7,0.41796768802301704,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
30563,content_50436d30d59b862d,0.41796726074102075,Under-clicking relative to peers; High query concentration (single-query dependency),Rewrite title/meta description to improve click-through
30564,content_4db9d66f095ab157,0.41796713640079736,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
30565,content_c25ff439e0a606be,0.41795533068413365,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
30566,content_97c24c933be8338a,0.41795478982242174,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
30567,content_c78831fbac830e97,0.4179446690327399,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
30568,content_78eedabb53356b90,0.41794222519211366,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
30569,content_b06ad1b98f322c83,0.4179399564958267,Weak average position; Low query breadth (over-reliant on few queries),Refresh content + rebuild internal links to lift ranking
30570,content_8974f985606b1b0c,0.4179307804364735,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
30571,content_23452bd77f9f038b,0.4179201936800366,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
30572,content_7ec9a52ec0a5e75f,0.41791451432727006,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
30573,content_0873b4c19e41090d,0.4179143990097541,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
30574,content_1f407774f3e8bce1,0.41791012605911276,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
30575,content_cd53d0817b1fb54b,0.41788328727645524,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
30576,content_460844f6c4581926,0.4178769771715812,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
30577,content_f0168ffc88c84e92,0.41787485674038394,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
30578,content_e3f543814cea4566,0.4178680954769587,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
30579,content_763e9c04d8613a25,0.4178675768049746,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
30580,content_5a08aa743919e5e5,0.4178591054116125,Low query breadth (over-reliant on few queries),Expand coverage: add missing subtopics/sections to earn more query variety
30581,content_e34056f70c8577a7,0.4178568090631939,Low query breadth (over-reliant on few queries); High query concentration (single-query dependency),Expand coverage: add missing subtopics/sections to earn more query variety
30582,content_74ad72489103cfc7,0.4178360503155614,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
30583,content_d48bfa66418512ad,0.4178060149097739,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
30584,content_51be94d25bdf4766,0.41780573375857116,Low query breadth (over-reliant on few queries),Expand coverage: add missing subtopics/sections to earn more query variety
30585,content_37a337d4cf37314f,0.41778953545970066,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
30586,content_c755e97229270bed,0.4177889100581138,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
30587,content_ed07f025de006aef,0.4177750162570741,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
30588,content_2b9b677b71299521,0.4177672224776547,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
30589,content_1489e95c3fcb899c,0.4177649564965403,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
30590,content_ef6610841710b34c,0.4177550513516844,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
30591,content_b092783a77188f46,0.417754919897126,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
30592,content_6d0b645fd02be977,0.41771795389096483,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
30593,content_f8be12a3280c446c,0.4177168716657414,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
30594,content_6908601305961ff4,0.41771273259826575,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
30595,content_ac26340899209331,0.4177106029696749,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
30596,content_a803c3768cb3529a,0.41769995166302193,Weak average position; High query concentration (single-query dependency),Refresh content + rebuild internal links to lift ranking
30597,content_81a22ae487604689,0.41769703637322086,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
30598,content_e74cc906a9520964,0.4176964297118039,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
30599,content_f414582a500a5cc0,0.41767932677976966,Low query breadth (over-reliant on few queries); Under-clicking relative to peers,Expand coverage: add missing subtopics/sections to earn more query variety
30600,content_c89df6697939b5bb,0.4176587603812474,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
30601,content_7dc8747b7d4bb317,0.4176350454706019,Low query breadth (over-reliant on few queries); High query concentration (single-query dependency),Expand coverage: add missing subtopics/sections to earn more query variety
30602,content_70db73229d311ca9,0.4176223541111839,Under-clicking relative to peers; Weak average position,Rewrite title/meta description to improve click-through
30603,content_dc481c84ac21aec1,0.41761864226895806,No single dominant signal -- review manually,Manual review -- no clear driver
30604,content_4faa4ac31b21b714,0.4176174598932112,Low query breadth (over-reliant on few queries); Under-clicking relative to peers,Expand coverage: add missing subtopics/sections to earn more query variety
30605,content_a2b2ad814bdf30e5,0.4176034752667617,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
30606,content_4a779911b15a99f5,0.4175998108213943,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
30607,content_db398a5fbbddb96c,0.41759505549601533,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
30608,content_e6077f62a75cbec4,0.41759463074057807,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
30609,content_190724d5ac475538,0.4175930972825298,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
30610,content_54abbe092b44c669,0.4175881579868299,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
30611,content_378e854638107f36,0.41758757072296554,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
30612,content_7feb423eccf9eebe,0.4175758114102613,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
30613,content_27f742c59cf3823b,0.4175754769455683,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
30614,content_3a1dfbc0c5c90d13,0.41756957039541237,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
30615,content_e0edf377f0933a2f,0.41756851808919404,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
30616,content_9cf0ef0fad177c66,0.4175664003403317,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
30617,content_cca099da6c658785,0.41756217541365276,No single dominant signal -- review manually,Manual review -- no clear driver
30618,content_7c954bc46e5452c3,0.4175394222947805,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
30619,content_b6822ff0157a2500,0.4175313738519918,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
30620,content_70614fdb8e53147e,0.4175299470906016,Low query breadth (over-reliant on few queries); Under-clicking relative to peers,Expand coverage: add missing subtopics/sections to earn more query variety
30621,content_acf6f866164fa91a,0.41752953213941635,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
30622,content_a4c4fd1126fd1ea0,0.41751388877933676,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
30623,content_8ba5d84947fda5e7,0.4175042155944364,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
30624,content_b39da05926bb1e17,0.41750206968036613,Low query breadth (over-reliant on few queries); Under-clicking relative to peers,Expand coverage: add missing subtopics/sections to earn more query variety
30625,content_52cf968925f828d7,0.41748839771127694,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
30626,content_ebba054463610e32,0.4174494234999664,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
30627,content_ac044a97ef88ac0b,0.41744929024966715,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
30628,content_f54a627f25e3cff8,0.4174486117664546,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
30629,content_d814f6448fc2c07b,0.4174405632359619,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
30630,content_3c5672389718e353,0.4174329606970693,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
30631,content_dbc0bcc57703918b,0.4174321263293664,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
30632,content_b3da5c4244c5cc01,0.41742434567569237,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
30633,content_18e42e13bc01573f,0.41742331150216816,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
30634,content_2aa78fd5065e6d6e,0.4174118809142766,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
30635,content_996a0eb90f0a4f87,0.41740872008932217,No single dominant signal -- review manually,Manual review -- no clear driver
30636,content_b635fc797d0bbff3,0.4174046272091566,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
30637,content_b873bdba3ee91d87,0.41737892943896593,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
30638,content_c60d59fb4eb89534,0.41737757779066553,Low query breadth (over-reliant on few queries); Under-clicking relative to peers,Expand coverage: add missing subtopics/sections to earn more query variety
30639,content_99abb65d6db45688,0.4173747190412274,High query concentration (single-query dependency); Under-clicking relative to peers,Diversify topic coverage to reduce single-query dependency
30640,content_32fbe1f776be0646,0.4173731817110816,Low query breadth (over-reliant on few queries),Expand coverage: add missing subtopics/sections to earn more query variety
30641,content_9e28ae5dd6e2da7d,0.4173694668527118,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
30642,content_e2c4cd67751dc4b3,0.41736354153397887,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
30643,content_35b457304ba83daf,0.41735575902680533,Weak average position,Refresh content + rebuild internal links to lift ranking
30644,content_413ac68718252592,0.417344442611148,High query concentration (single-query dependency); Weak average position,Diversify topic coverage to reduce single-query dependency
30645,content_17e3760f898bacc8,0.41734247025866095,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
30646,content_b95e20020eb757d2,0.4173327459106411,Low query breadth (over-reliant on few queries); Under-clicking relative to peers,Expand coverage: add missing subtopics/sections to earn more query variety
30647,content_7f042dd05b0dfabf,0.4173157568368419,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
30648,content_921481a515ab2fd6,0.41730253064710504,Low query breadth (over-reliant on few queries); Under-clicking relative to peers,Expand coverage: add missing subtopics/sections to earn more query variety
30649,content_775b0b03796a0507,0.4173013086373625,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
30650,content_cbc162928eaf5ecd,0.4172874724127445,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
30651,content_62ed7761e7068c62,0.4172801220495009,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
30652,content_02151cf770b9859b,0.4172747854964204,Low query breadth (over-reliant on few queries); High query concentration (single-query dependency),Expand coverage: add missing subtopics/sections to earn more query variety
30653,content_2d9987ce348c2a87,0.41723687522170616,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
30654,content_e198aa01c7b8d561,0.4172192265675771,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
30655,content_a07ad47674ff7fdf,0.41720997209941696,Under-clicking relative to peers; Weak average position,Rewrite title/meta description to improve click-through
30656,content_2468fdfd4954e80a,0.4172079822538519,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
30657,content_8ef75a3df5d8d2de,0.41720689191284666,Low query breadth (over-reliant on few queries); Under-clicking relative to peers,Expand coverage: add missing subtopics/sections to earn more query variety
30658,content_d7b5712c85ba2d85,0.41720534255161934,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
30659,content_985aa14473a4414b,0.41720419973435097,Under-clicking relative to peers; Weak average position,Rewrite title/meta description to improve click-through
30660,content_18b1c1e218a74ad3,0.4172011762262679,Low query breadth (over-reliant on few queries),Expand coverage: add missing subtopics/sections to earn more query variety
30661,content_c2f22181744875f0,0.4171962975689902,Under-clicking relative to peers; High query concentration (single-query dependency),Rewrite title/meta description to improve click-through
30662,content_f92aadc9a92a93aa,0.41717238915880145,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
30663,content_b85ad191a3881f53,0.41717165769530196,Under-clicking relative to peers; Weak average position,Rewrite title/meta description to improve click-through
30664,content_cc853a10c20e96b5,0.4171679635429911,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
30665,content_76f7249081fe7ab8,0.41715636389398164,Low query breadth (over-reliant on few queries); High query concentration (single-query dependency),Expand coverage: add missing subtopics/sections to earn more query variety
30666,content_ff7587656732f728,0.41715376336874294,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
30667,content_cbdb0ac75e1ff392,0.41715195986900105,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
30668,content_b79e1f642a69bf85,0.4171509202934398,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
30669,content_702f351c778de16d,0.41714667499402847,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
30670,content_72880c6b80c973bd,0.417143636428898,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
30671,content_18949e51017b18d0,0.4171279453496402,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
30672,content_2499512d1deed0fc,0.41712353480235553,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
30673,content_50f2da1df972f26d,0.4171222487086725,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
30674,content_2b3fbf917221d845,0.41711886700834466,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
30675,content_790d51a7931471c4,0.41711880201561247,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
30676,content_2b37efd10553dc49,0.41710321394365446,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
30677,content_39dc0082fe8ff18d,0.4170952543396694,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
30678,content_3dc86a193bc1ef45,0.41708805497964957,Low query breadth (over-reliant on few queries),Expand coverage: add missing subtopics/sections to earn more query variety
30679,content_8564e4c410eed9cd,0.41708716747696856,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
30680,content_0f4e02c410ffe75b,0.4170861532718262,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
30681,content_62f62647321c8d42,0.4170750162706427,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
30682,content_2727834ced481496,0.41707488258238484,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
30683,content_f4551efeeb01acbf,0.4170700768860499,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
30684,content_da4652cb28d5c3d1,0.4170656022046987,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
30685,content_d9516575d1203d1c,0.41706319055756613,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
30686,content_741a384adeb78ce9,0.41706076562558436,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
30687,content_36b698ca6727ac23,0.41705916844879404,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
30688,content_d239033d4a2ec3fe,0.41705042270895953,Low query breadth (over-reliant on few queries); High query concentration (single-query dependency),Expand coverage: add missing subtopics/sections to earn more query variety
30689,content_942480aa51fe693d,0.4170469444291992,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
30690,content_bd4eade43de37f8c,0.4170441857030015,Low query breadth (over-reliant on few queries); Weak average position,Expand coverage: add missing subtopics/sections to earn more query variety
30691,content_1e238eba663e4aef,0.4170417222423658,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
30692,content_a6e87f3c1962dba9,0.4170387018596911,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
30693,content_a6ffc0be22b61322,0.4170349789979796,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
30694,content_05887ed3df28d3cd,0.41703410318962253,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
30695,content_ec1d2eb85e24efd4,0.4170289129587269,Weak average position; Low query breadth (over-reliant on few queries),Refresh content + rebuild internal links to lift ranking
30696,content_733b6da17f1c8d47,0.41701206744760705,Low query breadth (over-reliant on few queries),Expand coverage: add missing subtopics/sections to earn more query variety
30697,content_26bbb07ba3536dc6,0.41700906242615027,High query concentration (single-query dependency); Weak average position,Diversify topic coverage to reduce single-query dependency
30698,content_0723a3d983787852,0.41700677453582885,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
30699,content_c2d2e725a72e8c25,0.41700425985744694,High query concentration (single-query dependency),Diversify topic coverage to reduce single-query dependency
30700,content_0799bc4570eefdc8,0.416997732579673,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
30701,content_bb16c65cb78a6120,0.4169792316109139,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
30702,content_36776813e0d0ca96,0.4169770879480263,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
30703,content_e00cb659dabe6de0,0.4169716707104713,High query concentration (single-query dependency); Under-clicking relative to peers,Diversify topic coverage to reduce single-query dependency
30704,content_5c99cb6ce14463ac,0.41697047024360456,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
30705,content_ab6158f98dc4455f,0.4169605680019623,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
30706,content_5c739006d3c5df08,0.41695804608488246,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
30707,content_f86151e92920fa84,0.416931206954584,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
30708,content_38c432622787fc5b,0.41691581461350724,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
30709,content_79aa58998bf54613,0.41691474706242426,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
30710,content_8b582887e5f827db,0.4169057161929708,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
30711,content_9ebbc05c373159e0,0.4168834004381775,Weak average position; Low query breadth (over-reliant on few queries),Refresh content + rebuild internal links to lift ranking
30712,content_84c739cc0da4fc4a,0.4168585136978182,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
30713,content_a761d62e362213d3,0.4168571567511184,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
30714,content_93c3db8f4b71a2e6,0.41684835065549375,Under-clicking relative to peers; Weak average position,Rewrite title/meta description to improve click-through
30715,content_29b45e645bc841d4,0.416847653507008,Low query breadth (over-reliant on few queries),Expand coverage: add missing subtopics/sections to earn more query variety
30716,content_8503482f08359761,0.416844784691498,Low query breadth (over-reliant on few queries),Expand coverage: add missing subtopics/sections to earn more query variety
30717,content_f57e4e8c0208f271,0.4168360720024973,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
30718,content_0e36dfc7eb85ca97,0.4168005624702451,Low query breadth (over-reliant on few queries),Expand coverage: add missing subtopics/sections to earn more query variety
30719,content_8790d5746bb4466f,0.41678812031327406,Low query breadth (over-reliant on few queries); High query concentration (single-query dependency),Expand coverage: add missing subtopics/sections to earn more query variety
30720,content_f88eecbd27d021d4,0.41678767540415207,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
30721,content_d2dab354b0341bba,0.41677917680472354,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
30722,content_b66eca0a49f6dbe6,0.41677778055093145,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
30723,content_f6b33d036a44de99,0.416749622368129,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
30724,content_ff68625235348b34,0.4167354470387434,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
30725,content_b581413fea394712,0.4167336762198373,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
30726,content_0154f2840dfa9b4e,0.41672976585050875,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
30727,content_4d8b22c8ba31ba13,0.416717501831894,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
30728,content_83f1c79538d22501,0.41670654594791007,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
30729,content_898c8d4125aebee0,0.41670483524491364,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
30730,content_88f3cdd163b68c37,0.4167009360267283,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
30731,content_f6d4daf9cde2e616,0.4166971756656856,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
30732,content_2ef7178f8092b180,0.4166913156897967,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
30733,content_4c54b9cb6ee0a251,0.4166847226125604,Weak average position; Low query breadth (over-reliant on few queries),Refresh content + rebuild internal links to lift ranking
30734,content_e47879ea0243d93c,0.4166802971360872,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
30735,content_33ad3386c21027b7,0.4166778355406089,Low query breadth (over-reliant on few queries),Expand coverage: add missing subtopics/sections to earn more query variety
30736,content_7de8d022d6b212a5,0.41667456721285157,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
30737,content_f4f2781227819b2b,0.4166691854269804,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
30738,content_ca662ba925f658cb,0.4166652000581406,Weak average position; Low query breadth (over-reliant on few queries),Refresh content + rebuild internal links to lift ranking
30739,content_77427fdc29befae9,0.41666426049852084,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
30740,content_0b3a16c00cdc5b36,0.4166626812873846,No single dominant signal -- review manually,Manual review -- no clear driver
30741,content_ec8ee3d3ca425ca6,0.41665868349345686,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
30742,content_a2f75c352e2decf4,0.4166569409335422,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
30743,content_b8df95f6087f4e68,0.41665278994219196,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
30744,content_6b09a64108c7b72a,0.4166512979199499,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
30745,content_0ac5a1bd7f2f848f,0.4166306302553847,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
30746,content_51e109c4ebb493cf,0.41661909594197166,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
30747,content_40379b82c83265f6,0.4166104992935897,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
30748,content_a64143f6e4a21ffe,0.416610482487301,Weak average position; High query concentration (single-query dependency),Refresh content + rebuild internal links to lift ranking
30749,content_a5e1cde495df7787,0.41660382459317563,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
30750,content_ccb04c8317a76937,0.4165966538126139,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
30751,content_62cd6a184d608705,0.416586395978822,High query concentration (single-query dependency); Under-clicking relative to peers,Diversify topic coverage to reduce single-query dependency
30752,content_419c1b08796b671d,0.4165835299764706,Under-clicking relative to peers; Weak average position,Rewrite title/meta description to improve click-through
30753,content_119edd6a19c9716b,0.4165793222793459,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
30754,content_772a82591d051cc1,0.4165734543734574,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
30755,content_d1f435e2057535a7,0.41657094438833897,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
30756,content_c9bfd9f0f5767bd1,0.41656980288933826,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
30757,content_170a1e2e6280d025,0.416563630818741,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
30758,content_6d7f57ce088f6cd1,0.41655226164721565,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
30759,content_b3f6233a5ba61b5c,0.4165471833511084,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
30760,content_af1ad5fad6a308ff,0.41654415328675165,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
30761,content_b5283c15d8341f8c,0.4165295834473381,Under-clicking relative to peers; Weak average position,Rewrite title/meta description to improve click-through
